"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051293","GO:0051293","establishment of spindle localization","11/574","51/23355",3.51113983587907e-08,6.78565937847063e-07,5.20243259435171e-07,"Sapcd2/Nusap1/Cdk5rap2/Cenpa/Mad2l1/Plk1/Spdl1/Spag5/Kpnb1/Ndc80/Cfl1",11
"GO:0031110","GO:0031110","regulation of microtubule polymerization or depolymerization","14/574","90/23355",4.07672818015616e-08,7.83613265331638e-07,6.00780994970382e-07,"Map2/Tpx2/Stmn3/Psrc1/Cdk5rap2/Stmn1/Fkbp4/Rps3/Ckap2/Ska3/Ska2/Ska1/Stmn2/Map1b",14
"GO:0090306","GO:0090306","spindle assembly involved in meiosis","6/574","10/23355",4.146885083194e-08,7.8437890190627e-07,6.01367993587484e-07,"Aspm/Aurka/Cenpe/Fbxo5/Ccnb2/Ndc80",6
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity","6/574","10/23355",4.146885083194e-08,7.8437890190627e-07,6.01367993587484e-07,"Rpl11/Rpl5/Mad2l1/Fbxo5/Rpl23/Rps7",6
"GO:1904851","GO:1904851","positive regulation of establishment of protein localization to telomere","6/574","10/23355",4.146885083194e-08,7.8437890190627e-07,6.01367993587484e-07,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:0006913","GO:0006913","nucleocytoplasmic transport","26/574","307/23355",5.05343894793898e-08,9.45790994677421e-07,7.25119494468806e-07,"Dhx9/Ssb/Ect2/Khdrbs1/Ppp1cc/Ran/Sem1/Trim28/Cdk1/Rps15/Thoc7/Ipo5/Phip/Xpo1/Npm1/Eif5a/Kpnb1/Brca1/Kpna2/E2f3/Hsp90aa1/Eny2/Rangap1/Srsf3/Hsp90ab1/Cfl1",26
"GO:0051169","GO:0051169","nuclear transport","26/574","307/23355",5.05343894793898e-08,9.45790994677421e-07,7.25119494468806e-07,"Dhx9/Ssb/Ect2/Khdrbs1/Ppp1cc/Ran/Sem1/Trim28/Cdk1/Rps15/Thoc7/Ipo5/Phip/Xpo1/Npm1/Eif5a/Kpnb1/Brca1/Kpna2/E2f3/Hsp90aa1/Eny2/Rangap1/Srsf3/Hsp90ab1/Cfl1",26
"GO:0070192","GO:0070192","chromosome organization involved in meiotic cell cycle","13/574","78/23355",5.33246851941124e-08,9.92788379844313e-07,7.61151472321583e-07,"Sgo2a/Bub1b/Rad51/Ncaph/Bub1/Smc4/Smc2/Ncapd2/Ncapd3/Trip13/Rad21/Sgo1/Incenp",13
"GO:0034655","GO:0034655","nucleobase-containing compound catabolic process","29/574","373/23355",5.6147507375055e-08,1.0398986261755e-06,7.97269978626055e-07,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",29
"GO:0048025","GO:0048025","negative regulation of mRNA splicing, via spliceosome","8/574","24/23355",6.59120979960173e-08,1.21442186774009e-06,9.31073541367247e-07,"Hnrnpl/Npm1/C1qbp/Hnrnpk/Tra2b/Rnps1/Srsf7/Celf4",8
"GO:0097549","GO:0097549","chromatin organization involved in negative regulation of transcription","16/574","126/23355",8.47823278422617e-08,1.55405132890249e-06,1.1914608199211e-06,"H3f3a/Hat1/Pole3/Kdm1a/Ezh2/Trim28/Hdac2/Mbd3/Smarca5/Dnmt1/Smarca4/Cenpv/H3f3b/Atad2/Dpy30/Hells",16
"GO:0031507","GO:0031507","heterochromatin assembly","10/574","44/23355",8.6999675300105e-08,1.58651715572909e-06,1.21635173563979e-06,"H3f3a/Pole3/Trim28/Mbd3/Smarca5/Dnmt1/Smarca4/Cenpv/H3f3b/Hells",10
"GO:0070203","GO:0070203","regulation of establishment of protein localization to telomere","6/574","11/23355",8.9332289102114e-08,1.62074295942407e-06,1.24259199127001e-06,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:0097193","GO:0097193","intrinsic apoptotic signaling pathway","25/574","298/23355",1.09632574192668e-07,1.978951440757e-06,1.51722344193968e-06,"Bok/Parp1/Bub1/Nono/Melk/Sfpq/Rpl11/Kdm1a/Rps3/Hdac2/Casp3/Tpt1/Cdkn2d/Rps27l/Ppia/Rack1/Hint1/Rpl26/Atad5/Brca1/Hnrnpk/Rps7/G2e3/Hells/Ubb",25
"GO:2001252","GO:2001252","positive regulation of chromosome organization","19/574","181/23355",1.18482060732554e-07,2.12788993921698e-06,1.63141168153809e-06,"Sgo2a/Nek2/Cct3/Sfpq/Kdm1a/Hnrnpd/Cct7/Trim28/Cct2/Gnl3/Dnmt1/Cct4/Aurkb/Brca1/Ccnb1/Cct5/Rad21/Tcp1/Fen1",19
"GO:1904951","GO:1904951","positive regulation of establishment of protein localization","26/574","325/23355",1.56689373371024e-07,2.79993674224805e-06,2.1466568475586e-06,"Nnat/Ect2/Cct3/Dynll1/Ran/Cct7/Trim28/Cdk1/Cct2/Ipo5/Cep295/Ppia/Egfr/Cct4/Rack1/Myh10/Cdk5r1/Brca1/Sox4/Hsp90aa1/Oxct1/Cct5/Tcp1/Hnrnpm/Hsp90ab1/Kif20b",26
"GO:0040001","GO:0040001","establishment of mitotic spindle localization","9/574","36/23355",1.60067070603669e-07,2.84599251533323e-06,2.1819669098079e-06,"Sapcd2/Nusap1/Cdk5rap2/Cenpa/Mad2l1/Plk1/Spdl1/Kpnb1/Ndc80",9
"GO:0070202","GO:0070202","regulation of establishment of protein localization to chromosome","6/574","12/23355",1.74946825103202e-07,3.09507915456212e-06,2.37293677411518e-06,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:0007064","GO:0007064","mitotic sister chromatid cohesion","8/574","27/23355",1.86424802073135e-07,3.281814832535e-06,2.51610337347275e-06,"Smc1a/Cdc20/Pttg1/Haspin/Rad21/Naa50/Sgo1/Cdca5",8
"GO:0072331","GO:0072331","signal transduction by p53 class mediator","16/574","135/23355",2.23495846407953e-07,3.91503068880138e-06,3.00157761056053e-06,"Bok/Rpl11/Kdm1a/Rpl5/Kmt5a/Foxm1/Rps27l/Npm1/Hint1/Rpl26/Atad5/Rpl23/Sox4/Hnrnpk/Rps7/Ubb",16
"GO:0044270","GO:0044270","cellular nitrogen compound catabolic process","29/574","399/23355",2.35418922952681e-07,4.10367495107712e-06,3.14620748424893e-06,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",29
"GO:0046700","GO:0046700","heterocycle catabolic process","29/574","400/23355",2.48075433650086e-07,4.30320118077905e-06,3.29918034995493e-06,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",29
"GO:0051438","GO:0051438","regulation of ubiquitin-protein transferase activity","10/574","50/23355",3.15489462406075e-07,5.44602198211652e-06,4.17535875131188e-06,"Cdc20/Rpl11/Rpl5/Mad2l1/Ube2s/Plk1/Fbxo5/Rpl23/Rps7/Rps2",10
"GO:0032206","GO:0032206","positive regulation of telomere maintenance","10/574","51/23355",3.83874356076145e-07,6.59447927636122e-06,5.05585854176057e-06,"Nek2/Cct3/Hnrnpd/Cct7/Cct2/Gnl3/Cct4/Aurkb/Cct5/Tcp1",10
"GO:0022616","GO:0022616","DNA strand elongation","7/574","21/23355",4.50140948443103e-07,7.6956789070369e-06,5.90012680398602e-06,"Mcm3/Nucks1/Pcna/Pola1/Pole3/Mcm7/Lig1",7
"GO:0007292","GO:0007292","female gamete generation","17/574","160/23355",4.59467901914503e-07,7.81754956558839e-06,5.99356265907108e-06,"Sgo2a/Aspm/H3f3a/Ncaph/Aurka/Cenpe/Rps6/Plk1/Fbxo5/Ccnb2/Ttk/Top2a/H3f3b/Trip13/Ccnb1/Ndc80/Ubb",17
"GO:0006271","GO:0006271","DNA strand elongation involved in DNA replication","6/574","14/23355",5.45175318386137e-07,9.23163539133858e-06,7.07771465974984e-06,"Mcm3/Pcna/Pola1/Pole3/Mcm7/Lig1",6
"GO:0016569","GO:0016569","covalent chromatin modification","31/574","464/23355",5.71380108514715e-07,9.62951500416269e-06,7.38276119258226e-06,"Hat1/Actl6a/Ccna2/Pole3/Sfpq/Kdm1a/Nsd2/Baz1b/Ezh2/Trim28/Fbl/Prmt1/Hdac2/Mbd3/Yeats4/Ctcf/Dnmt1/Smarca4/Aurkb/Haspin/Suz12/Brca1/Ccnb1/Vrk1/Eny2/Naa50/Uhrf1/Dpy30/Brd8/Incenp/Hells",31
"GO:0051302","GO:0051302","regulation of cell division","17/574","163/23355",5.98674067760687e-07,1.0041910306401e-05,7.69893662115283e-06,"Aspm/Aurka/Ect2/Plk4/Ybx1/Cit/E2f8/Prc1/Blm/Plk1/Kif23/Cenpv/Aurkb/Racgap1/Kif20a/Incenp/Kif20b",17
"GO:0019439","GO:0019439","aromatic compound catabolic process","29/574","419/23355",6.47296790422894e-07,1.08065135527878e-05,8.28514300565998e-06,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",29
"GO:0032204","GO:0032204","regulation of telomere maintenance","12/574","81/23355",6.54434373296903e-07,1.08746197731018e-05,8.33735871539094e-06,"Hnrnpu/Parp1/Nek2/Cct3/Hnrnpd/Cct7/Cct2/Gnl3/Cct4/Aurkb/Cct5/Tcp1",12
"GO:1901361","GO:1901361","organic cyclic compound catabolic process","30/574","446/23355",7.55358515480576e-07,1.24932785165066e-05,9.57835277892138e-06,"Dhx9/Hnrnpu/Ssb/Myef2/Dut/Exosc8/Rbm8a/Csde1/Elavl4/Ybx1/Hnrnpr/Ywhah/Hnrnpd/Lsm5/Lsm3/Dctpp1/Nudt4/Lsm4/Lsm6/Syncrip/Npm1/Hint1/Hnrnpa0/Pabpc1/Gspt1/Rnps1/Hnrnpm/Lsm2/Rnaseh2c/Fen1",30
"GO:0030010","GO:0030010","establishment of cell polarity","16/574","148/23355",7.89052741975407e-07,1.29279608792155e-05,9.91161526172759e-06,"Map2/Sapcd2/Cdk5rap2/Cenpa/Fscn1/Mad2l1/Wee1/Plk1/Spdl1/Spag5/Hsp90aa1/Hsp90ab1/Ndc80/Cfl1/Kif20b/Map1b",16
"GO:0032212","GO:0032212","positive regulation of telomere maintenance via telomerase","8/574","32/23355",7.92546533090264e-07,1.29279608792155e-05,9.91161526172759e-06,"Nek2/Cct3/Cct7/Cct2/Cct4/Aurkb/Cct5/Tcp1",8
"GO:0050686","GO:0050686","negative regulation of mRNA processing","8/574","32/23355",7.92546533090264e-07,1.29279608792155e-05,9.91161526172759e-06,"Hnrnpl/Npm1/C1qbp/Hnrnpk/Tra2b/Rnps1/Srsf7/Celf4",8
"GO:0031396","GO:0031396","regulation of protein ubiquitination","19/574","205/23355",8.2319200054505e-07,1.33665331230055e-05,1.02478600404311e-05,"Cdc20/Rpl11/Kdm1a/Rpl5/Mad2l1/Ube2s/Rps3/Plk1/Fbxo5/Ppia/Npm1/Rpl23/Brca1/Sox4/Rps7/Hsp90aa1/Skp2/Rps2/Hsp90ab1",19
"GO:0006334","GO:0006334","nucleosome assembly","13/574","98/23355",8.30060505948382e-07,1.34167961779657e-05,1.02863957435709e-05,"Hjurp/Set/Hat1/Nasp/Rbbp4/Hp1bp3/Mcm2/Nap1l1/Smarca5/Smarca4/Npm1/Cenpp/Chaf1a",13
"GO:0006405","GO:0006405","RNA export from nucleus","12/574","84/23355",9.77904230020446e-07,1.5734965800691e-05,1.20636911443341e-05,"Dhx9/Ssb/Khdrbs1/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Eny2/Srsf3",12
"GO:0051973","GO:0051973","positive regulation of telomerase activity","8/574","33/23355",1.02375206625209e-06,1.63984790432091e-05,1.25723937960783e-05,"Nek2/Cct2/Ptges3/Cct4/Aurkb/Hsp90aa1/Tcp1/Hsp90ab1",8
"GO:1901796","GO:1901796","regulation of signal transduction by p53 class mediator","11/574","71/23355",1.21069776308584e-06,1.93060145539607e-05,1.4801544519199e-05,"Rpl11/Kdm1a/Rpl5/Kmt5a/Npm1/Rpl26/Atad5/Rpl23/Hnrnpk/Rps7/Ubb",11
"GO:0018205","GO:0018205","peptidyl-lysine modification","26/574","364/23355",1.3688549396882e-06,2.17305721675502e-05,1.66604055159419e-05,"Hat1/Actl6a/Pole3/Kdm1a/Nsd2/Kmt5a/Ezh2/Trim28/Sae1/Uba2/Hdac2/Mbd3/Yeats4/Ctcf/Gnl3/Dnmt1/Smarca4/Bcl11a/Suz12/Brca1/Sumo2/Sox4/Naa50/Ube2i/Dpy30/Brd8",26
"GO:0070200","GO:0070200","establishment of protein localization to telomere","6/574","16/23355",1.3940141647385e-06,2.19341343796908e-05,1.68164726906042e-05,"Cct3/Cct7/Cct2/Cct4/Cct5/Tcp1",6
"GO:1902969","GO:1902969","mitotic DNA replication","6/574","16/23355",1.3940141647385e-06,2.19341343796908e-05,1.68164726906042e-05,"Mcm3/Mcm6/Rad51/Pola1/Mcm2/Lig1",6
"GO:1904356","GO:1904356","regulation of telomere maintenance via telomere lengthening","10/574","59/23355",1.58232978824645e-06,2.4787509810592e-05,1.9004099937669e-05,"Hnrnpu/Parp1/Nek2/Cct3/Cct7/Cct2/Cct4/Aurkb/Cct5/Tcp1",10
"GO:0034504","GO:0034504","protein localization to nucleus","23/574","301/23355",1.78699156181205e-06,2.78707982184371e-05,2.1367996976423e-05,"Hnrnpu/Parp1/Ect2/Hdgf/Rpl11/Ran/Trim28/Plk1/Cdk1/Ipo5/Phip/Xpo1/Npm1/Kpnb1/Brca1/Kpna2/E2f3/Hsp90aa1/Rangap1/Hnrnpm/Hsp90ab1/Cfl1/Syne2",23
"GO:0090329","GO:0090329","regulation of DNA-dependent DNA replication","9/574","47/23355",1.82125385918581e-06,2.82811297959159e-05,2.16825901875029e-05,"Pcna/Dbf4/Rfc3/E2f8/Blm/Fbxo5/Tipin/Npm1/Rfc4",9
"GO:0000077","GO:0000077","DNA damage checkpoint","13/574","105/23355",1.84382081549901e-06,2.8507073130063e-05,2.18558165315444e-05,"Dtl/Clspn/Rpa2/Blm/Plk1/Ccnd1/Cdk1/Tipin/Rps27l/Topbp1/Rpl26/Brca1/Sox4",13
"GO:0071156","GO:0071156","regulation of cell cycle arrest","10/574","60/23355",1.85742701337269e-06,2.8593118872525e-05,2.19217861227399e-05,"Insm1/Foxm1/Ccnd1/Cdk4/Rpl26/Cdk5r1/Rpl23/Brca1/Sox4/Hsp90ab1",10
"GO:0050767","GO:0050767","regulation of neurogenesis","29/574","443/23355",1.98554194177038e-06,3.04335652798943e-05,2.33328204590984e-05,"Map2/Hes6/Aspm/Dlx1/Dlx2/Caprin1/Pak3/Dcx/Chd7/Kdm1a/Ywhah/Cit/Ppp1cc/Ezh2/Eif4g2/Hdac2/Cd24a/Ascl1/Nap1l1/Hmgb2/Rpl4/Egfr/Bcl11a/Cdk5r1/Atp5g1/Dbn1/Sox11/Olig2/Map1b",29
"GO:0010216","GO:0010216","maintenance of DNA methylation","5/574","10/23355",2.00521571624004e-06,3.06032063817579e-05,2.34628809806267e-05,"Ctcf/Dnmt1/Uhrf1/Hells/Kcnq1ot1",5
"GO:0006284","GO:0006284","base-excision repair","8/574","36/23355",2.09099252438964e-06,3.16407209222535e-05,2.42583231272975e-05,"Parp1/Pcna/Rpa2/Hmgb1/Rpa3/Lig1/Rps3/Neil3",8
"GO:1904358","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","8/574","36/23355",2.09099252438964e-06,3.16407209222535e-05,2.42583231272975e-05,"Nek2/Cct3/Cct7/Cct2/Cct4/Aurkb/Cct5/Tcp1",8
"GO:0044773","GO:0044773","mitotic DNA damage checkpoint","10/574","61/23355",2.17323500167335e-06,3.27458629913154e-05,2.51056139800802e-05,"Clspn/Rpa2/Blm/Ccnd1/Cdk1/Tipin/Rps27l/Topbp1/Rpl26/Sox4",10
"GO:0051972","GO:0051972","regulation of telomerase activity","9/574","48/23355",2.19309357638692e-06,3.29056572051978e-05,2.52281250847973e-05,"Nek2/Hnrnpd/Cct2/Ptges3/Cct4/Aurkb/Hsp90aa1/Tcp1/Hsp90ab1",9
"GO:0045739","GO:0045739","positive regulation of DNA repair","11/574","76/23355",2.42386259324666e-06,3.62153587461559e-05,2.77656086532899e-05,"Dhx9/Parp1/Pcna/Rad51ap1/Foxm1/Trim28/Blm/Rps3/Top2b/Egfr/Brca1",11
"GO:0016570","GO:0016570","histone modification","29/574","450/23355",2.7053739608704e-06,4.02523422797286e-05,3.0860685129506e-05,"Hat1/Actl6a/Ccna2/Pole3/Sfpq/Kdm1a/Nsd2/Baz1b/Ezh2/Fbl/Prmt1/Hdac2/Mbd3/Yeats4/Ctcf/Dnmt1/Smarca4/Aurkb/Haspin/Suz12/Brca1/Ccnb1/Vrk1/Eny2/Naa50/Uhrf1/Dpy30/Brd8/Incenp",29
"GO:0051444","GO:0051444","negative regulation of ubiquitin-protein transferase activity","6/574","18/23355",3.09879323089785e-06,4.58220610229007e-05,3.51308797730486e-05,"Rpl11/Rpl5/Mad2l1/Fbxo5/Rpl23/Rps7",6
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","19/574","224/23355",3.10548838766003e-06,4.58220610229007e-05,3.51308797730486e-05,"Map2/Sapcd2/Cdk5rap2/Kif2c/Cenpa/Actb/Fscn1/Mad2l1/Wee1/Plk1/Spdl1/Spag5/Hsp90aa1/Hsp90ab1/Ndc80/Cfl1/Kif20b/Syne2/Map1b",19
"GO:0032210","GO:0032210","regulation of telomere maintenance via telomerase","9/574","50/23355",3.1362150322839e-06,4.60842175818246e-05,3.53318700896707e-05,"Hnrnpu/Nek2/Cct3/Cct7/Cct2/Cct4/Aurkb/Cct5/Tcp1",9
"GO:0051294","GO:0051294","establishment of spindle orientation","8/574","38/23355",3.23618609136059e-06,4.73575215674003e-05,3.63080874014466e-05,"Sapcd2/Cdk5rap2/Cenpa/Mad2l1/Plk1/Spdl1/Spag5/Ndc80",8
"GO:0044774","GO:0044774","mitotic DNA integrity checkpoint","10/574","64/23355",3.41713732899814e-06,4.98005751717926e-05,3.81811289133097e-05,"Clspn/Rpa2/Blm/Ccnd1/Cdk1/Tipin/Rps27l/Topbp1/Rpl26/Sox4",10
"GO:0031570","GO:0031570","DNA integrity checkpoint","13/574","111/23355",3.4680836618124e-06,5.03367571485913e-05,3.85922091690402e-05,"Dtl/Clspn/Rpa2/Blm/Plk1/Ccnd1/Cdk1/Tipin/Rps27l/Topbp1/Rpl26/Brca1/Sox4",13
"GO:0046785","GO:0046785","microtubule polymerization","11/574","79/23355",3.5787415906999e-06,5.17317280346701e-05,3.96617061185826e-05,"Map2/Tpx2/Psrc1/Cdk5rap2/Stmn1/Fkbp4/Rps3/Fbxo5/Cep192/Stmn2/Map1b",11
"GO:0070601","GO:0070601","centromeric sister chromatid cohesion","5/574","11/23355",3.60178523885499e-06,5.18540417383334e-05,3.97554816477069e-05,"Sgo2a/Bub1b/Bub1/Naa50/Sgo1",5
"GO:0022411","GO:0022411","cellular component disassembly","26/574","385/23355",3.83194301147105e-06,5.49451183418995e-05,4.21253497441003e-05,"Map2/Bok/Kif18a/Tpx2/Stmn3/Kif2c/Atpif1/Stmn1/Fscn1/Plk1/Cd24a/Cdk1/Ckap2/Smarca4/Smarcc1/Eif5a/Rpl23/Top2a/Smarce1/Vrk1/Smarcd1/Lima1/Gspt1/Cfl1/Stmn2/Map1b",26
"GO:0032392","GO:0032392","DNA geometric change","8/574","39/23355",3.98426035191128e-06,5.66721192455861e-05,4.34494076271588e-05,"Mcm6/Dhx9/Rad51/Mcm7/Hmgb1/Mcm2/Blm/Top2a",8
"GO:0032506","GO:0032506","cytokinetic process","8/574","39/23355",3.98426035191128e-06,5.66721192455861e-05,4.34494076271588e-05,"Ect2/Anln/Kif23/Aurkb/Racgap1/Kif20a/Kif20b/Cep55",8
"GO:0000212","GO:0000212","meiotic spindle organization","6/574","19/23355",4.43504179957367e-06,6.28327037421673e-05,4.81726075105717e-05,"Aspm/Aurka/Cenpe/Fbxo5/Ccnb2/Ndc80",6
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","26/574","391/23355",5.06269781250347e-06,7.13034415921095e-05,5.4666956877498e-05,"Bok/Parp1/Bub1/Slc25a5/Nono/Sfpq/Rpl11/Kdm1a/Rps3/Maz/Hdac2/Hmgb2/Prdx2/Tpt1/Cdkn2d/Phip/Ppia/Rack1/Rpl26/Atad5/Brca1/Hnrnpk/Rps7/G2e3/Hells/Ubb",26
"GO:0070198","GO:0070198","protein localization to chromosome, telomeric region","7/574","29/23355",5.09310297086497e-06,7.13034415921095e-05,5.4666956877498e-05,"Cct3/Cct7/Cct2/Gnl3/Cct4/Cct5/Tcp1",7
"GO:0071353","GO:0071353","cellular response to interleukin-4","7/574","29/23355",5.09310297086497e-06,7.13034415921095e-05,5.4666956877498e-05,"Rplp0/Mcm2/Cdk4/Rpl3/Tuba1b/Rps2/Hsp90ab1",7
"GO:0009314","GO:0009314","response to radiation","27/574","416/23355",5.23017938076365e-06,7.29353642274336e-05,5.59181201080614e-05,"Nucks1/Parp1/Dtl/Rad51/Pcna/Ect2/Usp1/Kdm1a/Ppp1cc/Rad18/Rad51ap1/Ccnd2/Blm/Ccnd1/Casp3/Pbk/Cdkn2d/Tipin/Pclaf/Topbp1/Egfr/Npm1/Rpl26/Aurkb/Brca1/Eif2s1/Hmgn1",27
"GO:0000727","GO:0000727","double-strand break repair via break-induced replication","5/574","12/23355",6.04952696296341e-06,8.40317104699137e-05,6.44254721795857e-05,"Mcm3/Mcm6/Mcm7/Mcm2/Mcm5",5
"GO:0007019","GO:0007019","microtubule depolymerization","9/574","54/23355",6.10020614055055e-06,8.44059651198356e-05,6.4712405914503e-05,"Map2/Kif18a/Tpx2/Stmn3/Kif2c/Stmn1/Ckap2/Stmn2/Map1b",9
"GO:2000045","GO:2000045","regulation of G1/S transition of mitotic cell cycle","13/574","117/23355",6.25122584231511e-06,8.61603065708238e-05,6.60574252615102e-05,"Anp32b/Rpa2/Dbf4/Ezh2/Ccnd2/Ccnd1/Tfdp1/Rps27l/Egfr/Rpl26/Haspin/Sox4/Rpl17",13
"GO:0032984","GO:0032984","protein-containing complex disassembly","18/574","215/23355",6.74044000274321e-06,9.2544419497123e-05,7.09520000288759e-05,"Map2/Kif18a/Tpx2/Stmn3/Kif2c/Stmn1/Ckap2/Smarca4/Smarcc1/Eif5a/Rpl23/Smarce1/Smarcd1/Lima1/Gspt1/Cfl1/Stmn2/Map1b",18
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","14/574","136/23355",6.81851973297825e-06,9.32563698864256e-05,7.14978384956019e-05,"Anp32b/Rpa2/Dbf4/Ezh2/Ccnd2/Ccnd1/Tfdp1/Cdkn2d/Rps27l/Egfr/Rpl26/Haspin/Sox4/Rpl17",14
"GO:0071426","GO:0071426","ribonucleoprotein complex export from nucleus","10/574","70/23355",7.84287798494316e-06,0.000106855456377233,8.19239926638548e-05,"Ssb/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Eny2/Srsf3",10
"GO:0070670","GO:0070670","response to interleukin-4","7/574","31/23355",8.22256010497805e-06,0.000111176516096205,8.52368648064564e-05,"Rplp0/Mcm2/Cdk4/Rpl3/Tuba1b/Rps2/Hsp90ab1",7
"GO:1902253","GO:1902253","regulation of intrinsic apoptotic signaling pathway by p53 class mediator","7/574","31/23355",8.22256010497805e-06,0.000111176516096205,8.52368648064564e-05,"Rpl11/Kdm1a/Rpl26/Atad5/Hnrnpk/Rps7/Ubb",7
"GO:0050685","GO:0050685","positive regulation of mRNA processing","8/574","43/23355",8.6132988848622e-06,0.000116018525888523,8.89491392017269e-05,"Ncl/Rbm3/Rbmx/Dazap1/Nudt21/Ccnb1/Tra2b/Celf4",8
"GO:0006457","GO:0006457","protein folding","15/574","158/23355",8.7346218545476e-06,0.000117208737036873,8.98616508571133e-05,"Hspd1/Hspa14/Vbp1/Cct3/Nudc/Cct7/Fkbp4/Cct2/Ptges3/Ppia/Cct4/Hsp90aa1/Cct5/Tcp1/Hsp90ab1",15
"GO:0046824","GO:0046824","positive regulation of nucleocytoplasmic transport","10/574","71/23355",8.93012064426403e-06,0.000118934490677913,9.11847524882469e-05,"Dhx9/Ect2/Khdrbs1/Ran/Trim28/Cdk1/Ipo5/Brca1/Hsp90aa1/Hsp90ab1",10
"GO:0071166","GO:0071166","ribonucleoprotein complex localization","10/574","71/23355",8.93012064426403e-06,0.000118934490677913,9.11847524882469e-05,"Ssb/Ran/Sem1/Rps15/Thoc7/Xpo1/Npm1/Eif5a/Eny2/Srsf3",10
"GO:0009263","GO:0009263","deoxyribonucleotide biosynthetic process","5/574","13/23355",9.63164173129944e-06,0.000127780375478878,9.79667196999272e-05,"Dtymk/Dut/Tyms/Rrm1/Rrm2",5
"GO:0000381","GO:0000381","regulation of alternative mRNA splicing, via spliceosome","9/574","57/23355",9.66617576035382e-06,0.000127780375478878,9.79667196999272e-05,"Hnrnpu/Rbmx/Rbm8a/Khdrbs1/Hnrnpl/Srsf2/Tra2b/Rnps1/Celf4",9
"GO:0046822","GO:0046822","regulation of nucleocytoplasmic transport","13/574","122/23355",9.91950931865288e-06,0.000130643611618999,0.000100161906960277,"Dhx9/Ect2/Khdrbs1/Ppp1cc/Ran/Trim28/Cdk1/Ipo5/Xpo1/Brca1/Hsp90aa1/Rangap1/Hsp90ab1",13
"GO:0000132","GO:0000132","establishment of mitotic spindle orientation","7/574","32/23355",1.03029639051066e-05,0.000134696101641761,0.000103268871959079,"Sapcd2/Cdk5rap2/Cenpa/Mad2l1/Plk1/Spdl1/Ndc80",7
"GO:0000387","GO:0000387","spliceosomal snRNP assembly","7/574","32/23355",1.03029639051066e-05,0.000134696101641761,0.000103268871959079,"Snrpe/Snrpb/Snrpg/Snrpf/Lsm4/Lsm2/Snrpd1",7
"GO:0050821","GO:0050821","protein stabilization","16/574","181/23355",1.09888780433753e-05,0.000143137180667555,0.00010974048248445,"Hspd1/Cct3/Rpl11/Rpl5/Cct7/Cct2/Ptges3/Cct4/Npm1/Rpl23/Sox4/Rps7/Hsp90aa1/Cct5/Tcp1/Hsp90ab1",16
"GO:0007063","GO:0007063","regulation of sister chromatid cohesion","6/574","22/23355",1.14535174047519e-05,0.000148644919311306,0.000113963158195572,"Sgo2a/Bub1/Sfpq/Rad21/Cdca5/Fen1",6
"GO:0042770","GO:0042770","signal transduction in response to DNA damage","11/574","89/23355",1.15911291625607e-05,0.000149883837462058,0.000114913012558975,"Dtl/Kdm1a/Kmt5a/Foxm1/Plk1/Rps27l/Npm1/Rpl26/Atad5/Brca1/Sox4",11
