"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0044091","GO:0044091","membrane biogenesis","7/453","41/16051",0.000133330326541541,0.00250314953413088,0.00178742384533152,"Lrp4/Syt11/Psap/Sptbn1/Emp2/Nrxn1/Nrxn2",7
"GO:0060441","GO:0060441","epithelial tube branching involved in lung morphogenesis","6/453","29/16051",0.000133692620179367,0.00250314953413088,0.00178742384533152,"Sox2/Tnc/Dag1/Sox9/Fgfr2/Celsr1",6
"GO:0007409","GO:0007409","axonogenesis","27/453","439/16051",0.000133722337143415,0.00250314953413088,0.00178742384533152,"Dst/Bcl2/Vim/Lrp4/Dclk1/Dab1/Epha5/Ptprz1/Mgll/Apoe/Rgma/Nr2e1/Lrp1/Vcl/Neo1/Ephb1/Dag1/Ntrk2/Ttc8/Alcam/Bmpr1b/Plxnb1/Fgfr2/Ntrk3/Sema6d/Tgfb2/Fezf2",27
"GO:0034599","GO:0034599","cellular response to oxidative stress","19/453","258/16051",0.000139215273878574,0.00259524769823021,0.00185318837612674,"Bcl2/Sirpa/Foxo1/Jun/Prdx1/Pink1/Aldh2/Mgst1/Selenos/Psap/Mt3/Fos/Impact/Pdgfrb/Hgf/Sirt2/Slc7a11/Nfe2l2/Rhob",19
"GO:0007039","GO:0007039","protein catabolic process in the vacuole","5/453","19/16051",0.000146759529392342,0.00271355374754004,0.0019376671700222,"Lamp2/Cd81/Psap/Lrp1/Tmem106b",5
"GO:1902430","GO:1902430","negative regulation of amyloid-beta formation","5/453","19/16051",0.000146759529392342,0.00271355374754004,0.0019376671700222,"Prnp/Apoe/Clu/Ntrk2/Sorl1",5
"GO:0010464","GO:0010464","regulation of mesenchymal cell proliferation","7/453","42/16051",0.000156153864232918,0.00284920314499312,0.00203453032753895,"Ptn/Fgfr1/Sox9/Arhgap5/Fgfr2/Prrx1/Ctnnbip1",7
"GO:0010559","GO:0010559","regulation of glycoprotein biosynthetic process","7/453","42/16051",0.000156153864232918,0.00284920314499312,0.00203453032753895,"Itm2c/Bcl2/Soat1/Tmem59/Mt3/Itm2b/Tcf7l2",7
"GO:0046942","GO:0046942","carboxylic acid transport","18/453","239/16051",0.000156846872418514,0.00284920314499312,0.00203453032753895,"Kcnj10/Slc1a2/Sfxn5/Slco1c1/Slc7a10/Gja1/Psap/Slc27a1/Myo6/Slc38a3/Gfap/Slc9a3r1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Slc6a11/Slc7a11",18
"GO:0015718","GO:0015718","monocarboxylic acid transport","14/453","158/16051",0.000157240791666287,0.00284920314499312,0.00203453032753895,"Kcnj10/Slc1a2/Slco1c1/Gja1/Slc27a1/Myo6/Gfap/Slc9a3r1/Ntrk2/Slc1a3/Gabbr1/Nr3c1/Slc6a11/Slc7a11",14
"GO:0019827","GO:0019827","stem cell population maintenance","14/453","158/16051",0.000157240791666287,0.00284920314499312,0.00203453032753895,"Sox2/Foxo1/Klf4/Hes5/Ptn/Nr2e1/Sfrp1/Fgfr1/Sox9/Hes1/Zfp36l2/Tcf7l2/Prrx1/Tfap2c",14
"GO:0009649","GO:0009649","entrainment of circadian clock","6/453","30/16051",0.000163169509876409,0.00293316618944496,0.00209448581391063,"Per3/Bhlhe40/Id2/Cry2/Phlpp1/Usp2",6
"GO:0010837","GO:0010837","regulation of keratinocyte proliferation","6/453","30/16051",0.000163169509876409,0.00293316618944496,0.00209448581391063,"Notch2/Zfp36/Ctsl/Zfp36l1/Klf9/Fgfr2",6
"GO:0003407","GO:0003407","neural retina development","9/453","71/16051",0.000165612431074225,0.0029467256844939,0.00210416824176827,"Fjx1/Ptn/Gpm6a/Sox9/Ntrk2/Ttc8/Rorb/Tspan12/Tgfb2",9
"GO:0046626","GO:0046626","regulation of insulin receptor signaling pathway","9/453","71/16051",0.000165612431074225,0.0029467256844939,0.00210416824176827,"Lmbrd1/Ogt/Sesn3/Gnai2/Socs3/Sorbs1/Ptprf/Sorl1/Rarres2",9
"GO:0051962","GO:0051962","positive regulation of nervous system development","22/453","328/16051",0.000165928116878682,0.0029467256844939,0.00210416824176827,"Vim/Ptpra/Sox2/Ptprz1/Ptn/Apoe/Lrp1/Ephb1/Dag1/Gfap/Ntrk2/Id2/Hes1/Qk/Nrxn1/Clstn1/Tpbg/Il6st/Ptprf/Plxnb1/Ntrk3/Serpine2",22
"GO:0001570","GO:0001570","vasculogenesis","10/453","87/16051",0.000166525778196565,0.0029467256844939,0.00210416824176827,"Fgfr1/Junb/Tmem100/Ntrk2/Zfp36l1/Emp2/Qk/Pdgfrb/Fgfr2/Tiparp",10
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","11/453","104/16051",0.00016865184353212,0.00297273482957394,0.00212274059051487,"Btg2/Slc16a2/Sox2/Foxo1/Ptprz1/Ptn/Nr2e1/Gnai2/Id2/Sirt2/Rsu1",11
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","21/453","306/16051",0.000169731450011123,0.00298016848275344,0.00212804873881755,"Mgat5/Cst3/Pcsk1n/Cnn3/Klf4/Timp3/Gnai2/Timp2/Cmya5/Ttc8/Tmbim6/Cry2/Hgf/Ppp1r15a/Sort1/Sorl1/Tgfb2/Serpine2/Apoc1/Nr4a1/Lxn",21
"GO:0006091","GO:0006091","generation of precursor metabolites and energy","23/453","352/16051",0.0001743262486801,0.00304902666610368,0.00217721829788233,"Pygb/Gnas/Ogt/Pink1/Slc4a4/Phkg1/Cavin3/Aldoa/Chchd10/Mt3/Ugp2/Aldoc/Acox1/Slc1a3/Ppp1r1a/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/Il6st/Coq10b/Hmgcs2/Ddit4",23
"GO:0006534","GO:0006534","cysteine metabolic process","4/453","11/16051",0.000176466018756183,0.00305111093498286,0.00217870661164223,"Gclm/Tst/Cbs/Slc7a11",4
"GO:0033689","GO:0033689","negative regulation of osteoblast proliferation","4/453","11/16051",0.000176466018756183,0.00305111093498286,0.00217870661164223,"Bcl2/Atraid/Sfrp1/Plxnb1",4
"GO:1900038","GO:1900038","negative regulation of cellular response to hypoxia","4/453","11/16051",0.000176466018756183,0.00305111093498286,0.00217870661164223,"Ogt/Ddah1/Pink1/Tmbim6",4
"GO:0031668","GO:0031668","cellular response to extracellular stimulus","16/453","200/16051",0.000181211121824785,0.00309429743124739,0.00220954479057122,"Bcl2/Glul/Slc1a2/Lamp2/Foxo1/Vcam1/Jun/Fam107a/Sesn3/Slc38a3/Nim1k/Fos/Impact/Tcf7l2/Fads1/Nfe2l2",16
"GO:0099173","GO:0099173","postsynapse organization","16/453","200/16051",0.000181211121824785,0.00309429743124739,0.00220954479057122,"Lrp4/Prnp/Chmp4b/Epha5/Ptn/Apoe/Ndrg2/Ephb1/Ctnnd2/Nrxn1/Nrxn2/Sorbs1/Kif1a/Ptprf/Ntrk3/Slc7a11",16
"GO:0032715","GO:0032715","negative regulation of interleukin-6 production","7/453","43/16051",0.000182039501683063,0.00309429743124739,0.00220954479057122,"Sirpa/Syt11/Selenos/Aqp4/Hgf/Foxj1/Klf2",7
"GO:0038066","GO:0038066","p38MAPK cascade","7/453","43/16051",0.000182039501683063,0.00309429743124739,0.00220954479057122,"Zfp36/Sash1/Zfp36l1/Hgf/Dusp1/Phlpp1/Gadd45g",7
"GO:0071774","GO:0071774","response to fibroblast growth factor","10/453","88/16051",0.000183228442335107,0.00309429743124739,0.00220954479057122,"Zfp36/Sfrp1/Fgfr1/Zfp36l1/Zfp36l2/Nrxn1/Tcf7l2/Fgfr2/Ier2/Nr4a1",10
"GO:0005977","GO:0005977","glycogen metabolic process","9/453","72/16051",0.000184625849736841,0.00309429743124739,0.00220954479057122,"Pygb/Phkg1/Ugp2/Ppp1r1a/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/Il6st",9
"GO:0006073","GO:0006073","cellular glucan metabolic process","9/453","72/16051",0.000184625849736841,0.00309429743124739,0.00220954479057122,"Pygb/Phkg1/Ugp2/Ppp1r1a/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/Il6st",9
"GO:0044042","GO:0044042","glucan metabolic process","9/453","72/16051",0.000184625849736841,0.00309429743124739,0.00220954479057122,"Pygb/Phkg1/Ugp2/Ppp1r1a/Ppp1r3c/Sorbs1/Tcf7l2/Nr1d1/Il6st",9
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","8/453","57/16051",0.000185794459447967,0.00309429743124739,0.00220954479057122,"Igfbp5/Jun/Gja1/Gnai2/Pdcd4/Camk2d/Adamts1/Rgs5",8
"GO:1990874","GO:1990874","vascular associated smooth muscle cell proliferation","8/453","57/16051",0.000185794459447967,0.00309429743124739,0.00220954479057122,"Igfbp5/Jun/Gja1/Gnai2/Pdcd4/Camk2d/Adamts1/Rgs5",8
"GO:0048730","GO:0048730","epidermis morphogenesis","6/453","31/16051",0.000197554860114849,0.00326086443133139,0.00232848527883847,"Igfbp5/Bcl2/Klf4/Ctsl/Fgfr2/Tgfb2",6
"GO:0010563","GO:0010563","negative regulation of phosphorus metabolic process","28/453","474/16051",0.000197955346272877,0.00326086443133139,0.00232848527883847,"Mgat5/Ppp2r5a/Sirpa/Prnp/Ogt/Wwtr1/Jun/Plpp3/Camk2n1/Apoe/Sfrp1/Slc27a1/Gnai2/Socs3/Cmya5/Impact/Cry2/Hgf/Pik3ip1/Dusp1/Sirt2/Ppp1r15a/Sorl1/Dmd/Ntrk3/Tgfb2/Ddit4/Gadd45g",28
"GO:0045936","GO:0045936","negative regulation of phosphate metabolic process","28/453","474/16051",0.000197955346272877,0.00326086443133139,0.00232848527883847,"Mgat5/Ppp2r5a/Sirpa/Prnp/Ogt/Wwtr1/Jun/Plpp3/Camk2n1/Apoe/Sfrp1/Slc27a1/Gnai2/Socs3/Cmya5/Impact/Cry2/Hgf/Pik3ip1/Dusp1/Sirt2/Ppp1r15a/Sorl1/Dmd/Ntrk3/Tgfb2/Ddit4/Gadd45g",28
"GO:1903076","GO:1903076","regulation of protein localization to plasma membrane","11/453","106/16051",0.000199869656567129,0.00328046936322136,0.00234248457143702,"Acsl3/Ppp2r5a/Prnp/Tmem59/Lrp1/Sptbn1/Sqstm1/Nrxn1/Sorbs1/Camk2d/Camk2g",11
"GO:0009914","GO:0009914","hormone transport","21/453","310/16051",0.000202875230182291,0.00331777903511111,0.00236912628671928,"Glul/Gnas/Slc16a2/Camk2n1/Epha5/Slco1c1/Gja1/Lrp1/Sfrp1/Fgfr1/Cpe/Glud1/Selenom/Dio2/Gabbr1/Nrxn1/Tcf7l2/Cry2/Sidt2/Nr1d1/Sybu",21
"GO:0098727","GO:0098727","maintenance of cell number","14/453","162/16051",0.00020453449386558,0.00333288222018373,0.00237991101722426,"Sox2/Foxo1/Klf4/Hes5/Ptn/Nr2e1/Sfrp1/Fgfr1/Sox9/Hes1/Zfp36l2/Tcf7l2/Prrx1/Tfap2c",14
"GO:0009895","GO:0009895","negative regulation of catabolic process","20/453","288/16051",0.000206271510636177,0.00334913958129707,0.00239151991014892,"Bcl2/Dbi/Cst3/Chmp4b/Ogt/Pink1/Atraid/Zfp36/Crtc3/Timp3/Mt3/Fez1/Timp2/Qk/Sirt2/Tob1/Sorl1/Serpine2/Ddit4/Apoc1",20
"GO:0002763","GO:0002763","positive regulation of myeloid leukocyte differentiation","8/453","58/16051",0.000210284536177107,0.00340210338886534,0.00242933977320395,"Gnas/Car2/Notch2/Jun/Id2/Zfp36l1/Fos/Ctnnbip1",8
"GO:0008202","GO:0008202","steroid metabolic process","18/453","245/16051",0.000213430884361272,0.00344071852724754,0.00245691368287015,"Acadl/Soat1/Atp1a1/Abca1/Scp2/Apoe/Dkk3/Lrp1/Fgfr1/Mt3/Aplp2/Rora/Nr3c1/Nr1d1/Hmgcs2/Bmpr1b/Apoc1/Tiparp",18
"GO:0031345","GO:0031345","negative regulation of cell projection organization","16/453","203/16051",0.000214906089715426,0.00345221484542865,0.00246512285813924,"Itm2c/Vim/Lrp4/Prnp/Dab1/Ptprz1/Apoe/Rgma/Lrp1/Ntm/Neo1/Gfap/Hes1/Nrxn1/Ptprf/Sema6d",16
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","15/453","183/16051",0.000219776550789042,0.00351797800379632,0.00251208235289092,"Notch2/Jun/Apoe/Cavin3/Lrp1/Mt3/Fermt2/Gnai2/Nrxn1/Pdgfrb/Camk2d/Tpbg/Chil1/Fgfr2/Ntsr2",15
"GO:0030510","GO:0030510","regulation of BMP signaling pathway","10/453","90/16051",0.000220883289307273,0.00352324401606319,0.00251584265397053,"Notch2/Hes5/Rgma/Htra1/Sfrp1/Neo1/Hes1/Tcf7l2/Tob1/Sorl1",10
"GO:0007565","GO:0007565","female pregnancy","11/453","108/16051",0.000235848173042468,0.00374874464520133,0.00267686587538136,"Igfbp5/Ptn/Gja1/Calr/Junb/Ctsb/Ctsl/Emp2/Cbs/Klf9/Csmd1",11
"GO:0010718","GO:0010718","positive regulation of epithelial to mesenchymal transition","7/453","45/16051",0.00024420395518166,0.00385564938706481,0.00275320333831769,"Wwtr1/Fermt2/Rgcc/Tcf7l2/Pdpn/Zfp703/Tgfb2",7
"GO:0042403","GO:0042403","thyroid hormone metabolic process","5/453","21/16051",0.000245127378250478,0.00385564938706481,0.00275320333831769,"Slc16a2/Slco1c1/Ctsb/Ctsl/Dio2",5
"GO:0051043","GO:0051043","regulation of membrane protein ectodomain proteolysis","5/453","21/16051",0.000245127378250478,0.00385564938706481,0.00275320333831769,"Apoe/Rgma/Timp3/Timp2/Pacsin3",5
"GO:0070373","GO:0070373","negative regulation of ERK1 and ERK2 cascade","9/453","75/16051",0.000252878802980146,0.00396072795447236,0.00282823678496423,"Sirpa/Klf4/Camk2n1/Timp3/Ndrg2/Slc9a3r1/Dusp1/Phlpp1/Dmd",9
"GO:0060828","GO:0060828","regulation of canonical Wnt signaling pathway","17/453","227/16051",0.000253556535716773,0.00396072795447236,0.00282823678496423,"Lrp4/Sox2/Foxo1/Wwtr1/Apoe/Dkk3/Sfrp1/Thra/Sox9/Slc9a3r1/Ctnnd2/Daam2/Tcf7l2/Gprc5b/Fgfr2/Zfp703/Mcc",17
"GO:0002761","GO:0002761","regulation of myeloid leukocyte differentiation","11/453","109/16051",0.00025579784998936,0.00397429920561682,0.00283792760749634,"Cebpb/Gnas/Car2/Notch2/Jun/Sfrp1/Id2/Zfp36l1/Fos/Ctnnbip1/Rbp1",11
"GO:0048711","GO:0048711","positive regulation of astrocyte differentiation","4/453","12/16051",0.000258811979173722,0.00397429920561682,0.00283792760749634,"Id2/Hes1/Il6st/Serpine2",4
"GO:0070293","GO:0070293","renal absorption","4/453","12/16051",0.000258811979173722,0.00397429920561682,0.00283792760749634,"Slc9a3r1/Slc15a2/Aqp4/Gsn",4
"GO:1900272","GO:1900272","negative regulation of long-term synaptic potentiation","4/453","12/16051",0.000258811979173722,0.00397429920561682,0.00283792760749634,"Prnp/Ptn/Apoe/Fam107a",4
"GO:1902947","GO:1902947","regulation of tau-protein kinase activity","4/453","12/16051",0.000258811979173722,0.00397429920561682,0.00283792760749634,"Apoe/Clu/Hgf/Sorl1",4
"GO:0051668","GO:0051668","localization within membrane","10/453","92/16051",0.00026482457209945,0.00405288956625171,0.00289404662184071,"Nme7/Lrp4/Ptn/Apoe/Cd81/Nrxn1/Nrxn2/Sorbs1/Gsn/Slc7a11",10
"GO:0001763","GO:0001763","morphogenesis of a branching structure","16/453","207/16051",0.00026821050805665,0.00409088754712668,0.00292117983788086,"Bcl2/Sox2/Tnc/Sfrp1/Fgfr1/Cpe/Dag1/Sox9/Socs3/Ctnnd2/Csmd1/Hgf/Fgfr2/Celsr1/Ctnnbip1/Tfap2c",16
"GO:0000302","GO:0000302","response to reactive oxygen species","15/453","187/16051",0.000277971034165884,0.00422553283480354,0.00301732599078686,"Bcl2/Prdx6/Sirpa/Foxo1/Jun/Prdx1/Pink1/Psap/Sesn3/Fos/Impact/Pdgfrb/Hgf/Nfe2l2/Rhob",15
"GO:0001941","GO:0001941","postsynaptic membrane organization","7/453","46/16051",0.000281129359178215,0.00425925082634552,0.00304140299508767,"Lrp4/Ptn/Apoe/Nrxn1/Nrxn2/Sorbs1/Slc7a11",7
"GO:0098801","GO:0098801","regulation of renal system process","6/453","33/16051",0.000283325117017181,0.00427820926695944,0.00305494064769754,"Gnas/Gja1/Cyba/Ednrb/Gnai2/Emp2",6
"GO:1905114","GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","28/453","485/16051",0.000287920381814896,0.00433315391900824,0.003094174972258,"Lrp4/Sox2/Foxo1/Wwtr1/Klf4/Plpp3/Apoe/Dkk3/Lrp1/Sfrp1/Cpe/Fermt2/Ndrg2/Thra/Fzd2/Sox9/Slc9a3r1/Ctnnd2/Daam2/Nrxn1/Tcf7l2/Gprc5b/Klf15/Fgfr2/Zfp703/Celsr1/Mcc/Ctnnbip1",28
"GO:0034249","GO:0034249","negative regulation of cellular amide metabolic process","13/453","148/16051",0.000291773503702251,0.0043731724416108,0.00312275099641454,"Igfbp5/Btg2/Prnp/Apoe/Zfp36/Calr/Clu/Ntrk2/Zfp36l1/Qk/Zfp36l2/Tob1/Sorl1",13
"GO:0001654","GO:0001654","eye development","23/453","365/16051",0.000294222295944717,0.0043731724416108,0.00312275099641454,"Bcl2/Vim/Fjx1/Sox2/Notch2/Klf4/Jun/Hes5/Ptn/Nr2e1/Gja1/Gpm6a/Ephb1/Sox9/Ntrk2/Ttc8/Pdgfrb/Rorb/Bmpr1b/Fgfr2/Ntrk3/Tspan12/Tgfb2",23
"GO:0044242","GO:0044242","cellular lipid catabolic process","15/453","188/16051",0.000294440970130528,0.0043731724416108,0.00312275099641454,"Acadl/Dbi/Prdx6/Scp2/Mgll/Smpdl3a/Psap/Lrp1/Mt3/Gm2a/Acox1/Pla2g7/Acaa2/Sirt2/Sorl1",15
"GO:0050679","GO:0050679","positive regulation of epithelial cell proliferation","15/453","188/16051",0.000294440970130528,0.0043731724416108,0.00312275099641454,"Glul/Notch2/F3/Jun/Ptn/Htra1/Sfrp1/Fgfr1/Cyba/Sox9/Thbs4/Tcf7l2/Fgfr2/Zfp703/Nr4a1",15
"GO:0007517","GO:0007517","muscle organ development","20/453","296/16051",0.000295581313651079,0.00437576258444244,0.00312460053955887,"Bcl2/Btg2/S1pr1/Id3/Plagl1/Gja1/Ephb1/Dag1/Fzd2/Fos/Tcf7l2/Cntfr/Sirt2/Fgfr2/Dmd/Tgfb2/Usp2/Nr4a1/Maff/Meg3",20
"GO:0016358","GO:0016358","dendrite development","20/453","297/16051",0.000308834183685017,0.00455706466479846,0.0032540629057571,"Prex2/Lrp4/Dclk1/Dab1/Epha5/Ptprz1/Ptn/Apoe/Nr2e1/Myo6/Ephb1/Ntrk2/Ctnnd2/Nr3c1/Kif1a/Tpbg/Tmem106b/Sdc2/Ptprf/Fezf2",20
"GO:1902992","GO:1902992","negative regulation of amyloid precursor protein catabolic process","5/453","22/16051",0.000309920170178537,0.00455824146398952,0.00325490322268846,"Prnp/Apoe/Clu/Ntrk2/Sorl1",5
"GO:0007041","GO:0007041","lysosomal transport","10/453","94/16051",0.00031585475096055,0.00463049198010126,0.00330649514461512,"Lamp2/Pink1/Psap/Lrp1/Lamp1/Tmem106b/Sort1/Sorl1/Scarb2/Rhob",10
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","14/453","169/16051",0.00031702566010405,0.0046326233785841,0.00330801711220842,"Sirpa/Foxo1/Klf4/Camk2n1/Apoe/Timp3/Sfrp1/Ndrg2/Dag1/Slc9a3r1/Dusp1/Phlpp1/Sorl1/Dmd",14
"GO:0051345","GO:0051345","positive regulation of hydrolase activity","28/453","488/16051",0.000318045446079394,0.0046326233785841,0.00330801711220842,"Atp1b1/Gnas/S1pr1/F3/Pink1/Arap2/Adcyap1r1/Rgma/Psap/Fgfr1/Gnao1/Fermt2/Atp1b2/Hspa2/Pdgfrb/Ctsd/Arhgef26/Tor1aip1/Tmem106b/Evi5/Rsu1/Ppp1r15a/Plxnb1/Fgfr2/Ntrk3/Abr/Gsn/Foxj1",28
"GO:0043090","GO:0043090","amino acid import","7/453","47/16051",0.000322410253579947,0.00468114887409347,0.00334266771002422,"Kcnj10/Slc1a2/Slc16a2/Gfap/Slc9a3r1/Slc1a3/Slc7a11",7
"GO:0090596","GO:0090596","sensory organ morphogenesis","19/453","276/16051",0.000329588999651838,0.00476798325526196,0.00340467353164169,"Bcl2/Fjx1/Sox2/Notch2/Ptn/Fgfr1/Myo6/Ephb1/Fzd2/Sox9/Slc9a3r1/Ntrk2/Ttc8/Rorb/Fgfr2/Prrx1/Abr/Celsr1/Tspan12",19
"GO:0150063","GO:0150063","visual system development","23/453","368/16051",0.000330516191866724,0.00476798325526196,0.00340467353164169,"Bcl2/Vim/Fjx1/Sox2/Notch2/Klf4/Jun/Hes5/Ptn/Nr2e1/Gja1/Gpm6a/Ephb1/Sox9/Ntrk2/Ttc8/Pdgfrb/Rorb/Bmpr1b/Fgfr2/Ntrk3/Tspan12/Tgfb2",23
"GO:0010038","GO:0010038","response to metal ion","18/453","254/16051",0.000331603669607165,0.00476798325526196,0.00340467353164169,"Bcl2/Prnp/Sox2/Syt11/S100a16/Jun/Fosb/Jund/Junb/Mt3/Mt2/Mt1/Glud1/Id2/Fos/Nrxn1/Gsn/Nfe2l2",18
"GO:0003015","GO:0003015","heart process","16/453","211/16051",0.000332601039439907,0.00476798325526196,0.00340467353164169,"Atp1b1/Atp1a2/Wwtr1/S100a1/Atp1a1/Hopx/Fxyd1/Gja1/Gnao1/Gnai2/Thra/Kcnn2/Camk2d/Dmd/Gsn/Tgfb2",16
"GO:0009064","GO:0009064","glutamine family amino acid metabolic process","8/453","62/16051",0.000336195760529721,0.0047694966347959,0.00340575419047933,"Glul/Phgdh/Gclm/Ddah1/Oat/Glud1/Asrgl1/Slc7a11",8
"GO:1902305","GO:1902305","regulation of sodium ion transmembrane transport","8/453","62/16051",0.000336195760529721,0.0047694966347959,0.00340575419047933,"Atp1b1/Atp1a2/Fxyd1/Atp1b2/Slc9a3r1/Camk2d/Dmd/Fxyd6",8
"GO:0071322","GO:0071322","cellular response to carbohydrate stimulus","12/453","131/16051",0.000336918084577194,0.0047694966347959,0.00340575419047933,"Ogt/Vcam1/Camk2n1/Epha5/Lrp1/Zfp36l1/Nrxn1/Aqp4/Tcf7l2/Sidt2/Nr1d1/Sybu",12
"GO:1904375","GO:1904375","regulation of protein localization to cell periphery","12/453","131/16051",0.000336918084577194,0.0047694966347959,0.00340575419047933,"Acsl3/Ppp2r5a/Prnp/Tmem59/Lrp1/Dag1/Sptbn1/Sqstm1/Nrxn1/Sorbs1/Camk2d/Camk2g",12
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","21/453","322/16051",0.000338937339790288,0.00478313442133957,0.00341549252394017,"Sirpa/Syt11/Cd9/Apoe/Zfp36/Selenos/Rgma/Htra1/Gja1/Neo1/Rora/Socs3/Nrxn1/Nr1d1/Hgf/Dusp1/Sirt2/Abr/Sema6d/Serpine2/Fabp7",21
"GO:0001822","GO:0001822","kidney development","19/453","277/16051",0.00034484508430853,0.00485139202458895,0.00346423322680652,"Bcl2/Lrp4/Wwtr1/Notch2/Id3/Hes5/Sfrp1/Fgfr1/Sox9/Id2/Hes1/Pdgfrb/Plce1/Klf15/Adamts1/Fgfr2/Tgfb2/Ctnnbip1/Tiparp",19
"GO:0031400","GO:0031400","negative regulation of protein modification process","28/453","491/16051",0.000350931182333016,0.00491812971082126,0.00351188860261502,"Dbi/Mgat5/Sirpa/Prnp/Ogt/Wwtr1/Jun/Plpp3/Tmem59/Camk2n1/Apoe/Sfrp1/Gnai2/Sqstm1/Socs3/Cmya5/Impact/Cry2/Hgf/Dusp1/Sirt2/Klf15/Ppp1r15a/Sorl1/Dmd/Ntrk3/Ddit4/Gadd45g",28
"GO:0062197","GO:0062197","cellular response to chemical stress","20/453","300/16051",0.000351760270707746,0.00491812971082126,0.00351188860261502,"Bcl2/Sirpa/Foxo1/Jun/Prdx1/Pink1/Aldh2/Mgst1/Selenos/Psap/Mt3/Zfp36l1/Fos/Impact/Pdgfrb/Hgf/Sirt2/Slc7a11/Nfe2l2/Rhob",20
"GO:0009070","GO:0009070","serine family amino acid biosynthetic process","4/453","13/16051",0.000365532973658782,0.00507933856035056,0.00362700299662072,"Phgdh/Psph/Cbs/Psat1",4
"GO:0031223","GO:0031223","auditory behavior","4/453","13/16051",0.000365532973658782,0.00507933856035056,0.00362700299662072,"Cntnap2/Slc1a3/Nrxn1/Nrxn2",4
"GO:0048880","GO:0048880","sensory system development","23/453","371/16051",0.000370688135341065,0.00513522095747714,0.00366690693675549,"Bcl2/Vim/Fjx1/Sox2/Notch2/Klf4/Jun/Hes5/Ptn/Nr2e1/Gja1/Gpm6a/Ephb1/Sox9/Ntrk2/Ttc8/Pdgfrb/Rorb/Bmpr1b/Fgfr2/Ntrk3/Tspan12/Tgfb2",23
"GO:2000379","GO:2000379","positive regulation of reactive oxygen species metabolic process","10/453","96/16051",0.000374844663814278,0.00514251343330047,0.00367211427455149,"Ogt/Ddah1/Klf4/Cyba/Clu/Gnai2/Pdgfrb/Clcn3/Nfe2l2/Klf2",10
"GO:0008347","GO:0008347","glial cell migration","8/453","63/16051",0.000375755396561249,0.00514251343330047,0.00367211427455149,"Vim/Dab1/Ptprz1/Cd9/Nr2e1/Lrp1/Atp1b2/Tgfb2",8
"GO:0051893","GO:0051893","regulation of focal adhesion assembly","8/453","63/16051",0.000375755396561249,0.00514251343330047,0.00367211427455149,"Ptpra/Sdc4/Gpm6b/Limch1/Lrp1/Fam107a/Vcl/Fermt2",8
"GO:0090109","GO:0090109","regulation of cell-substrate junction assembly","8/453","63/16051",0.000375755396561249,0.00514251343330047,0.00367211427455149,"Ptpra/Sdc4/Gpm6b/Limch1/Lrp1/Fam107a/Vcl/Fermt2",8
"GO:0009913","GO:0009913","epidermal cell differentiation","13/453","152/16051",0.000378318690924305,0.00514649750716847,0.0036749591819516,"Klf4/Hes5/Zfp36/Psap/Fgfr1/Myo6/Slc9a3r1/Zfp36l1/Hes1/Tgfb2/Tfap2c/Maff/Txnip",13
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","13/453","152/16051",0.000378318690924305,0.00514649750716847,0.0036749591819516,"Lrp4/Sox2/Foxo1/Wwtr1/Apoe/Dkk3/Lrp1/Sfrp1/Sox9/Slc9a3r1/Tcf7l2/Mcc/Ctnnbip1",13
"GO:0033674","GO:0033674","positive regulation of kinase activity","27/453","469/16051",0.000384806319391067,0.00521907972108243,0.00372678795930901,"Prnp/Sdc4/Dab1/Epha5/Mmd2/Cd81/Sash1/Fgfr1/Slc27a1/Fermt2/Clu/Rgcc/Ephb1/Dag1/Ntrk2/Emp2/Nrxn1/Pdgfrb/Plce1/Hgf/Gprc5b/Chil1/Dazap2/Fgfr2/Ntrk3/Tgfb2/Gadd45g",27
"GO:0046688","GO:0046688","response to copper ion","5/453","23/16051",0.000386898018670796,0.00523178514799613,0.00373586052278195,"Prnp/Mt3/Mt2/Mt1/Nfe2l2",5
"GO:0046879","GO:0046879","hormone secretion","20/453","303/16051",0.000399804568220137,0.00539022230368221,0.00384899573352281,"Glul/Gnas/Slc16a2/Camk2n1/Epha5/Gja1/Lrp1/Sfrp1/Fgfr1/Cpe/Glud1/Selenom/Dio2/Gabbr1/Nrxn1/Tcf7l2/Cry2/Sidt2/Nr1d1/Sybu",20
